person_age,person_gender,person_education,person_income,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,previous_loan_defaults_on_file,loan_status
33,male,Doctorate,41697,11175,DEBTCONSOLIDATION,14.96,8,No,1
30,female,Associate,38129,11200,EDUCATION,11.99,7,No,1
33,female,Bachelor,94375,10000,VENTURE,11.01,10,Yes,0
34,female,Bachelor,41252,11200,VENTURE,12.21,9,No,1
28,male,Bachelor,94541,12000,DEBTCONSOLIDATION,5.79,5,Yes,0
31,female,Bachelor,43161,11200,DEBTCONSOLIDATION,13.23,7,No,1
29,male,Associate,43300,11200,MEDICAL,9.99,10,No,1
33,male,Bachelor,43124,11200,MEDICAL,10.36,9,No,1
31,female,Associate,43140,11200,MEDICAL,11.12,6,No,1
27,male,Bachelor,94948,5000,HOMEIMPROVEMENT,5.42,7,Yes,0
30,male,Master,94446,20000,EDUCATION,11.11,5,No,0
31,female,Associate,94676,5000,HOMEIMPROVEMENT,5.79,10,Yes,0
29,male,High School,94449,14400,VENTURE,11.01,7,No,0
28,female,Associate,94616,13000,HOMEIMPROVEMENT,11.01,9,Yes,0
31,female,Bachelor,94863,8000,VENTURE,10,6,Yes,0
35,female,Doctorate,94691,10000,DEBTCONSOLIDATION,6.54,8,Yes,0
27,female,High School,94740,7000,MEDICAL,9.62,6,Yes,0
28,female,Bachelor,94189,5250,MEDICAL,5.79,10,No,0
30,male,Associate,94713,10800,EDUCATION,10.36,9,Yes,0
33,male,Associate,55509,11200,DEBTCONSOLIDATION,5.79,8,No,0
31,male,Associate,56216,11200,DEBTCONSOLIDATION,14.27,6,Yes,0
28,female,Bachelor,56672,11200,MEDICAL,13.48,8,No,0
27,male,Master,87414,5000,PERSONAL,11.86,10,No,1
27,female,High School,94359,12000,MEDICAL,15.58,7,Yes,0
31,female,Bachelor,58757,11200,EDUCATION,11.01,5,Yes,0
28,male,Bachelor,58677,11200,PERSONAL,14.26,6,Yes,0
32,female,Associate,94627,5400,DEBTCONSOLIDATION,7.88,6,Yes,0
30,female,Master,57242,11200,EDUCATION,13.98,7,No,1
33,female,Master,67299,11200,EDUCATION,17.49,5,No,0
35,male,Bachelor,48827,11325,PERSONAL,15.96,10,Yes,0
29,male,Bachelor,95103,10000,VENTURE,12.73,7,Yes,0
29,male,Associate,73174,11200,VENTURE,14.22,10,No,0
27,male,Associate,94614,6000,VENTURE,12.18,10,Yes,0
27,male,Associate,94659,5125,VENTURE,8.59,8,Yes,0
33,female,Associate,94502,20000,MEDICAL,12.18,8,Yes,0
27,male,High School,94655,15000,PERSONAL,8.94,7,Yes,0
28,female,High School,76478,11200,EDUCATION,12.99,7,No,0
35,male,Master,87467,20000,EDUCATION,16.7,9,No,1
32,male,Master,77756,11200,HOMEIMPROVEMENT,14.74,8,No,0
34,male,High School,73477,11200,DEBTCONSOLIDATION,15.62,10,No,1
29,male,Bachelor,74894,15000,MEDICAL,17.58,5,No,1
33,female,Bachelor,85316,11200,EDUCATION,8.94,6,Yes,0
30,female,Bachelor,87453,7500,HOMEIMPROVEMENT,9.76,9,No,1
30,male,Master,83609,11200,EDUCATION,12.42,6,No,1
30,female,Associate,91212,11200,MEDICAL,13.16,5,Yes,0
32,female,Bachelor,94986,10000,EDUCATION,10.99,5,Yes,0
34,male,Associate,90120,11200,EDUCATION,11.66,10,No,1
35,female,Associate,94669,30000,VENTURE,17.58,8,Yes,0
35,male,High School,100589,11200,PERSONAL,10.65,10,No,0
28,male,Master,102859,11200,DEBTCONSOLIDATION,9.91,10,Yes,0
29,male,Associate,95204,10000,VENTURE,18.09,9,Yes,0
34,female,High School,95152,17000,DEBTCONSOLIDATION,6.62,9,Yes,0
32,male,Bachelor,94748,1200,EDUCATION,10,5,Yes,0
29,female,Associate,105839,11200,EDUCATION,11.01,8,No,0
28,female,Bachelor,94962,6000,EDUCATION,15.23,8,No,0
31,female,Bachelor,94847,15000,VENTURE,12.18,8,No,0
30,male,Bachelor,94982,15850,VENTURE,11.14,5,Yes,0
28,male,Associate,95281,14000,VENTURE,11.36,10,Yes,0
27,male,Associate,122146,11200,DEBTCONSOLIDATION,10.99,6,No,0
31,male,High School,96055,11200,MEDICAL,13.99,8,No,1
35,female,Bachelor,95278,10750,DEBTCONSOLIDATION,12.23,8,Yes,0
35,female,Associate,95871,25000,EDUCATION,12.49,9,Yes,0
29,male,Master,51478,11300,MEDICAL,9.99,5,No,0
35,male,Master,68344,11300,HOMEIMPROVEMENT,14.42,7,No,0
28,male,Bachelor,95734,12000,HOMEIMPROVEMENT,13.16,5,Yes,0
29,female,Bachelor,31206,11325,EDUCATION,11.01,5,No,1
33,male,Bachelor,52829,11350,DEBTCONSOLIDATION,7.88,7,Yes,0
31,female,High School,42926,11400,VENTURE,6.91,8,No,1
27,female,Associate,96059,13000,VENTURE,11.01,8,Yes,0
31,female,Master,95559,20000,DEBTCONSOLIDATION,13.49,6,No,0
32,male,High School,95940,7800,HOMEIMPROVEMENT,11.01,8,No,0
30,female,Bachelor,95660,20000,DEBTCONSOLIDATION,13.72,10,Yes,0
27,female,Bachelor,63841,11425,PERSONAL,7.51,7,Yes,0
27,female,Associate,95538,9000,PERSONAL,6.76,10,No,0
30,female,Associate,95923,7500,PERSONAL,7.14,8,No,0
27,male,Bachelor,95844,2875,HOMEIMPROVEMENT,14.59,10,Yes,0
32,male,Bachelor,37287,11450,MEDICAL,9.99,6,No,1
27,female,Master,88669,10500,HOMEIMPROVEMENT,11.83,6,No,1
29,female,Bachelor,96347,7000,DEBTCONSOLIDATION,11.01,9,Yes,0
28,female,Associate,95645,2000,VENTURE,16,10,Yes,0
34,male,Bachelor,95358,4800,PERSONAL,9.32,6,Yes,0
30,male,Master,95783,6000,HOMEIMPROVEMENT,9.63,8,Yes,0
31,female,Bachelor,96001,5000,DEBTCONSOLIDATION,8,9,No,0
29,female,Bachelor,48708,11450,PERSONAL,8.49,5,Yes,0
30,female,Doctorate,78873,11475,PERSONAL,13.72,6,Yes,0
28,female,Associate,27638,11500,EDUCATION,8.49,5,No,1
31,female,Master,95764,19150,MEDICAL,6.99,7,Yes,0
33,female,High School,96136,4000,VENTURE,10.36,6,No,0
29,male,High School,95682,8000,VENTURE,5.42,9,Yes,0
28,male,Master,31597,11500,PERSONAL,14.46,6,No,1
27,male,Bachelor,96184,15000,HOMEIMPROVEMENT,17.14,8,No,0
27,female,Master,36896,11500,VENTURE,10.36,6,No,1
30,female,Bachelor,96316,6000,MEDICAL,13.49,8,No,0
27,male,Associate,37133,11500,VENTURE,10.36,7,No,1
33,female,Master,96181,5525,MEDICAL,13.85,9,Yes,0
30,male,Master,39511,11500,VENTURE,15.23,6,No,1
29,female,Master,39516,11500,MEDICAL,14.22,7,No,1
35,male,Associate,96201,9600,PERSONAL,14.61,5,Yes,0
28,male,High School,96601,16425,PERSONAL,7.9,8,Yes,0
27,male,Bachelor,42850,11500,HOMEIMPROVEMENT,16,5,No,1
30,male,High School,44211,11500,EDUCATION,15.27,8,No,1
32,female,High School,49208,7000,VENTURE,12.68,10,No,0
28,female,Bachelor,37290,11500,MEDICAL,14.46,5,No,1
35,male,Master,96756,35000,DEBTCONSOLIDATION,11.99,5,No,0
27,male,Master,47440,11500,DEBTCONSOLIDATION,12.42,9,Yes,0
31,male,Bachelor,96852,5000,PERSONAL,6.91,9,Yes,0
29,female,High School,96737,6000,DEBTCONSOLIDATION,7.14,8,No,0
32,male,Bachelor,96948,12000,DEBTCONSOLIDATION,12.68,10,Yes,0
29,female,Associate,96865,20000,VENTURE,14.96,10,No,0
33,female,Bachelor,96986,8000,EDUCATION,20,5,No,0
28,female,Bachelor,49131,5000,VENTURE,10,5,No,0
28,female,Master,96946,15000,PERSONAL,11.01,10,Yes,0
35,male,Associate,58951,11500,MEDICAL,11.11,9,No,0
35,female,High School,60914,11500,PERSONAL,12.42,8,Yes,0
35,female,Associate,49013,5000,PERSONAL,6.92,5,No,0
28,male,Associate,97302,9000,HOMEIMPROVEMENT,12.69,6,Yes,0
29,female,Associate,90093,11500,HOMEIMPROVEMENT,11.71,10,Yes,0
32,female,Bachelor,90504,11500,VENTURE,7.05,8,Yes,0
33,male,High School,111686,11500,EDUCATION,10,7,Yes,0
35,male,Associate,132858,11500,VENTURE,11.49,10,Yes,0
27,female,Associate,94856,11525,HOMEIMPROVEMENT,11.01,8,Yes,0
34,female,High School,97091,15000,PERSONAL,6.03,10,Yes,0
32,female,Bachelor,79255,11600,HOMEIMPROVEMENT,13.49,8,No,0
34,male,Associate,89773,10000,VENTURE,15.96,10,No,1
27,male,Bachelor,96880,8500,PERSONAL,6.03,6,No,0
32,female,High School,30751,11700,MEDICAL,12.68,10,No,1
31,male,Bachelor,42986,11700,MEDICAL,13.06,9,No,1
27,male,Bachelor,54003,11750,EDUCATION,15.31,8,No,1
29,female,Associate,97243,10000,EDUCATION,7.9,9,Yes,0
28,female,Associate,96650,12000,DEBTCONSOLIDATION,6.03,6,No,0
27,female,Associate,118550,11750,EDUCATION,13.47,6,Yes,0
28,male,Bachelor,97213,8400,EDUCATION,7.9,5,No,0
30,male,Bachelor,97250,3000,EDUCATION,6.62,9,Yes,0
27,female,Bachelor,96834,7500,EDUCATION,11.71,10,Yes,0
27,female,High School,97068,6000,PERSONAL,6.03,10,Yes,0
33,female,Associate,37041,11975,DEBTCONSOLIDATION,9.99,8,No,1
27,female,Bachelor,51759,11975,MEDICAL,12.53,6,Yes,0
31,male,Bachelor,96983,20000,EDUCATION,8.9,10,Yes,0
33,male,Bachelor,71088,11975,VENTURE,16.29,9,Yes,0
27,male,Bachelor,96936,7400,DEBTCONSOLIDATION,12.69,7,Yes,0
32,female,High School,97126,12000,VENTURE,5.99,8,No,0
30,male,Associate,28108,12000,VENTURE,7.29,5,No,1
29,female,Associate,97022,25000,HOMEIMPROVEMENT,7.49,7,Yes,0
34,male,Master,97284,11000,HOMEIMPROVEMENT,10.99,6,Yes,0
32,female,High School,29697,12000,MEDICAL,11.01,8,No,1
30,male,Master,76675,10000,MEDICAL,11.01,6,No,1
27,male,High School,96929,12000,EDUCATION,6.99,6,Yes,0
28,male,Master,31494,12000,MEDICAL,9.83,9,No,1
30,male,Bachelor,97259,11000,HOMEIMPROVEMENT,11.01,6,Yes,0
34,female,Bachelor,31180,12000,PERSONAL,13.48,10,No,1
30,male,Associate,31643,12000,MEDICAL,14.79,10,No,1
29,male,Associate,96857,22000,MEDICAL,10.59,10,No,0
27,female,Doctorate,97193,35000,PERSONAL,11.01,8,Yes,0
34,female,Bachelor,96830,3600,VENTURE,5.99,9,No,0
28,male,Doctorate,97058,4400,HOMEIMPROVEMENT,11.01,5,Yes,0
32,male,High School,96759,15350,DEBTCONSOLIDATION,8.49,7,Yes,0
27,female,High School,32393,12000,VENTURE,13.22,5,No,1
32,male,Associate,32638,12000,VENTURE,6.17,9,No,1
29,female,Bachelor,33196,12000,DEBTCONSOLIDATION,13.24,6,No,1
27,female,High School,34765,12000,MEDICAL,7.51,9,No,1
30,male,Bachelor,34341,12000,PERSONAL,14.22,8,No,1
28,male,Associate,34761,12000,DEBTCONSOLIDATION,7.88,5,No,1
31,female,High School,96954,25000,PERSONAL,9.99,10,Yes,0
27,female,Master,96854,23750,MEDICAL,10.99,9,Yes,0
34,male,Master,37048,12000,PERSONAL,11.01,6,No,1
28,female,Bachelor,37245,12000,DEBTCONSOLIDATION,6.62,7,No,1
34,female,Master,36840,12000,HOMEIMPROVEMENT,8.9,8,No,1
29,female,Associate,36931,12000,PERSONAL,10.36,7,No,1
30,female,Associate,96829,16800,VENTURE,10.99,8,No,0
30,male,High School,37129,12000,DEBTCONSOLIDATION,15.21,6,No,1
27,male,Bachelor,36977,12000,EDUCATION,11.36,9,No,1
28,male,Master,96968,16000,PERSONAL,5.99,7,Yes,0
30,female,Associate,96812,4975,EDUCATION,10.59,9,Yes,0
31,male,Associate,36944,12000,DEBTCONSOLIDATION,10.39,9,No,1
34,male,Associate,96854,12000,PERSONAL,7.49,9,No,0
34,male,Bachelor,37216,12000,MEDICAL,10.38,5,No,1
30,male,Bachelor,38264,12000,PERSONAL,16.45,7,No,1
35,female,High School,96753,15000,PERSONAL,15.99,9,Yes,0
30,female,Associate,96813,6000,VENTURE,14.17,6,Yes,0
31,female,High School,89769,1500,VENTURE,12.68,10,No,1
31,female,Bachelor,97051,16000,HOMEIMPROVEMENT,13.8,9,Yes,0
29,male,Bachelor,39173,12000,PERSONAL,11.01,9,No,1
31,male,Master,96613,12750,EDUCATION,7.29,10,Yes,0
27,male,Bachelor,96836,8000,PERSONAL,9.63,6,No,0
28,male,Associate,39737,12000,DEBTCONSOLIDATION,7.88,9,No,1
28,female,Associate,39498,12000,DEBTCONSOLIDATION,14.26,10,No,1
31,female,Master,96956,10000,MEDICAL,11.01,5,Yes,0
29,male,Bachelor,40303,12000,MEDICAL,16.45,9,No,1
32,male,Bachelor,40420,12000,EDUCATION,6.54,8,No,1
28,male,Bachelor,97264,15000,HOMEIMPROVEMENT,14.17,8,Yes,0
28,female,Associate,97102,6500,HOMEIMPROVEMENT,11.11,7,Yes,0
27,male,Master,96994,3000,DEBTCONSOLIDATION,11.11,7,Yes,0
27,male,Associate,40338,12000,MEDICAL,10.75,5,No,1
28,female,Master,41290,12000,PERSONAL,7.66,9,No,1
27,male,Master,96984,10000,DEBTCONSOLIDATION,12.68,5,Yes,0
33,female,Bachelor,97137,6000,VENTURE,11.11,7,No,0
27,male,Doctorate,97043,16000,PERSONAL,6.91,5,Yes,0
33,male,Master,96952,24000,HOMEIMPROVEMENT,14.46,6,Yes,0
31,male,Bachelor,97215,12400,HOMEIMPROVEMENT,9.99,6,No,0
30,male,Bachelor,97042,10750,DEBTCONSOLIDATION,6.17,5,Yes,0
28,male,Bachelor,96964,3000,MEDICAL,6.54,9,Yes,0
31,male,Bachelor,41705,12000,MEDICAL,13.16,9,No,1
27,female,High School,96645,15000,MEDICAL,6.54,8,Yes,0
31,female,Bachelor,96905,12000,MEDICAL,5.79,10,No,0
27,male,Associate,48697,6400,EDUCATION,9.32,6,Yes,0
29,female,Master,43203,12000,MEDICAL,11.58,10,No,1
29,male,Associate,97048,5000,HOMEIMPROVEMENT,15.21,6,No,0
27,female,Bachelor,43055,12000,PERSONAL,9.91,8,No,1
29,male,Bachelor,96834,4500,HOMEIMPROVEMENT,6.76,10,No,0
27,male,Associate,42836,12000,EDUCATION,7.29,6,No,1
28,female,Bachelor,96978,9600,EDUCATION,7.51,6,No,0
29,male,Associate,90039,3000,EDUCATION,16.32,6,No,1
32,female,Associate,43052,12000,EDUCATION,5.99,10,No,1
35,male,Associate,97240,15000,HOMEIMPROVEMENT,11.01,9,Yes,0
35,male,Master,44216,12000,MEDICAL,16.29,9,No,1
29,female,High School,44145,12000,MEDICAL,7.49,10,No,1
29,male,Bachelor,44110,12000,VENTURE,7.49,7,No,1
27,male,High School,97290,14500,HOMEIMPROVEMENT,10.75,6,Yes,0
28,male,Bachelor,44376,12000,VENTURE,5.42,10,No,1
27,male,Bachelor,96911,24000,DEBTCONSOLIDATION,11.12,10,No,0
33,female,Bachelor,44368,12000,PERSONAL,7.29,6,No,1
32,male,Associate,96578,13000,EDUCATION,7.88,10,Yes,0
29,male,High School,44157,12000,DEBTCONSOLIDATION,12.21,9,No,1
30,male,Associate,44797,12000,MEDICAL,10.65,9,No,1
28,female,High School,45359,12000,MEDICAL,11.01,7,No,1
28,female,Associate,96926,21000,PERSONAL,11.36,7,Yes,0
32,female,Associate,45472,12000,PERSONAL,12.42,7,No,1
27,female,Bachelor,97094,20000,DEBTCONSOLIDATION,11.36,5,Yes,0
30,male,Bachelor,97002,12000,HOMEIMPROVEMENT,11.01,8,Yes,0
33,female,Bachelor,96742,6000,HOMEIMPROVEMENT,7.88,10,No,0
28,female,Master,97259,2500,VENTURE,11.01,7,Yes,0
30,female,Master,46424,12000,EDUCATION,11.01,6,No,1
28,female,Master,45899,12000,DEBTCONSOLIDATION,11.01,9,No,1
29,male,Bachelor,46726,12000,PERSONAL,13.48,10,No,1
34,male,Bachelor,96633,19000,EDUCATION,10.62,10,Yes,0
27,female,Bachelor,46727,12000,MEDICAL,6.62,10,No,1
32,male,Master,97242,10000,VENTURE,11.14,9,Yes,0
32,female,Bachelor,46636,12000,EDUCATION,12.42,6,No,1
27,male,Associate,96984,5000,EDUCATION,11.14,7,No,0
31,male,Associate,97061,6000,VENTURE,7.4,9,Yes,0
33,female,Master,96738,12000,MEDICAL,11.14,6,No,0
29,female,Associate,97040,24000,VENTURE,12.87,9,Yes,0
29,male,High School,96643,5000,PERSONAL,7.74,9,Yes,0
28,female,Bachelor,96811,3100,PERSONAL,7.05,9,Yes,0
28,male,High School,46958,12000,PERSONAL,11.01,7,No,1
27,female,Bachelor,48601,8000,VENTURE,12.53,6,Yes,0
34,male,Associate,76635,18000,MEDICAL,8.94,5,No,1
27,female,High School,97019,20000,PERSONAL,11.01,10,Yes,0
28,male,Bachelor,47402,12000,PERSONAL,10.75,5,No,1
28,male,Master,96777,12000,DEBTCONSOLIDATION,12.18,5,No,0
28,male,Associate,47102,12000,PERSONAL,11.58,8,No,1
31,female,High School,97072,7500,EDUCATION,12.18,7,Yes,0
30,male,Master,97061,8000,VENTURE,13.92,8,No,0
29,male,High School,96875,16000,HOMEIMPROVEMENT,12.84,7,Yes,0
27,male,High School,97030,9000,PERSONAL,12.21,8,Yes,0
28,male,Associate,47858,12000,DEBTCONSOLIDATION,12.53,9,No,1
32,male,High School,76123,2750,MEDICAL,11.01,7,No,1
34,male,High School,96960,12000,HOMEIMPROVEMENT,11.01,10,Yes,0
31,male,Master,97272,15000,MEDICAL,10.95,8,Yes,0
28,male,Bachelor,97086,13000,EDUCATION,13.47,5,Yes,0
30,male,High School,96727,8000,PERSONAL,15.05,5,Yes,0
27,female,Master,76521,8000,MEDICAL,11.46,8,No,1
28,male,Master,90121,7000,VENTURE,15.38,9,No,1
28,female,Associate,97163,16000,HOMEIMPROVEMENT,11.66,7,No,0
33,male,High School,97031,9000,HOMEIMPROVEMENT,11.97,7,No,0
27,female,Associate,97051,5000,EDUCATION,8,6,Yes,0
28,male,Bachelor,96831,20000,HOMEIMPROVEMENT,13.24,8,Yes,0
27,female,Associate,49213,12000,MEDICAL,12.69,8,No,0
31,female,Master,48715,12000,MEDICAL,11.99,5,Yes,0
35,female,Associate,96969,3200,PERSONAL,11.11,7,Yes,0
28,male,Associate,48819,12000,VENTURE,11.11,5,Yes,0
31,male,High School,97308,3500,MEDICAL,12.61,10,No,0
27,female,High School,48625,12000,MEDICAL,10.37,9,Yes,0
28,female,Bachelor,97124,12000,MEDICAL,6.91,6,Yes,0
31,female,Master,97000,5500,MEDICAL,10.75,8,Yes,0
28,male,Bachelor,97019,22750,VENTURE,11.49,6,No,0
28,male,Bachelor,41709,12000,EDUCATION,14.61,8,No,1
30,female,Bachelor,41499,12000,DEBTCONSOLIDATION,12.87,6,No,1
35,male,Bachelor,96972,14400,DEBTCONSOLIDATION,10.95,5,No,0
32,male,Associate,48636,12000,DEBTCONSOLIDATION,11.89,10,Yes,0
30,female,Master,48929,12000,EDUCATION,9.2,8,Yes,0
30,male,High School,42126,12000,MEDICAL,14.96,6,No,1
32,male,Associate,42285,12000,VENTURE,14.96,8,No,1
30,female,Associate,96989,24000,VENTURE,7.49,7,No,0
34,female,Bachelor,97265,15000,PERSONAL,12.73,9,No,0
35,female,Bachelor,97251,12000,DEBTCONSOLIDATION,7.88,10,Yes,0
29,female,Bachelor,50167,12000,PERSONAL,10,7,No,0
28,female,Doctorate,90328,20000,HOMEIMPROVEMENT,11.01,8,No,1
32,male,Associate,43966,12000,DEBTCONSOLIDATION,7.51,7,No,1
29,male,Associate,97325,8000,VENTURE,7.14,10,Yes,0
32,male,Master,51192,12000,PERSONAL,7.51,8,Yes,0
31,male,Associate,51155,12000,PERSONAL,11.01,9,No,0
27,male,Master,51469,12000,PERSONAL,10.65,7,No,0
29,male,Bachelor,97640,10000,HOMEIMPROVEMENT,13.72,10,Yes,0
28,female,Bachelor,97578,6000,DEBTCONSOLIDATION,7.74,5,No,0
28,male,Master,97903,4000,EDUCATION,9.63,7,No,0
28,male,Master,51228,12000,VENTURE,11.11,9,No,0
34,female,Associate,97618,15000,EDUCATION,12.21,6,Yes,0
27,male,Bachelor,44297,12000,DEBTCONSOLIDATION,14.09,10,No,1
31,male,High School,44260,12000,EDUCATION,10.36,8,No,1
28,female,Bachelor,97593,5000,MEDICAL,7.51,9,Yes,0
27,male,Associate,97640,3000,PERSONAL,11.01,10,Yes,0
30,male,High School,51439,12000,PERSONAL,9.88,8,Yes,0
31,male,Bachelor,51422,12000,MEDICAL,10.99,9,Yes,0
33,male,Associate,51333,12000,DEBTCONSOLIDATION,13.57,7,Yes,0
35,female,Master,98240,5400,DEBTCONSOLIDATION,11.01,5,No,0
28,male,Bachelor,98418,2500,VENTURE,5.99,6,Yes,0
30,male,High School,51926,12000,VENTURE,11.71,8,Yes,0
30,male,Associate,52461,12000,PERSONAL,10.59,10,Yes,0
29,female,Bachelor,98097,14000,PERSONAL,7.66,9,No,0
27,male,Master,98473,9000,VENTURE,13.43,9,No,0
32,female,Master,98236,10000,PERSONAL,10.37,10,Yes,0
33,female,Associate,98135,12000,PERSONAL,6.17,8,Yes,0
28,male,Associate,98339,6000,HOMEIMPROVEMENT,6.17,10,Yes,0
34,female,Master,47707,12000,HOMEIMPROVEMENT,11.99,6,Yes,0
29,male,High School,45479,12000,HOMEIMPROVEMENT,9.63,7,No,1
27,female,Bachelor,52799,12000,VENTURE,8.94,5,Yes,0
31,male,Associate,98154,7200,HOMEIMPROVEMENT,9.63,8,Yes,0
29,female,High School,97818,7750,DEBTCONSOLIDATION,9.32,10,No,0
27,female,High School,98263,5500,MEDICAL,8,8,Yes,0
29,female,Associate,90696,12000,PERSONAL,13.16,7,No,1
28,male,High School,97998,5000,VENTURE,12.53,9,Yes,0
33,female,Bachelor,91000,7500,DEBTCONSOLIDATION,10.08,9,No,1
27,male,Master,47528,9600,MEDICAL,5.79,10,No,0
32,male,Master,54390,12000,PERSONAL,11.01,8,Yes,0
28,female,Associate,98638,5200,HOMEIMPROVEMENT,11.49,7,No,0
30,male,Associate,97938,18000,EDUCATION,10.75,10,Yes,0
32,male,Associate,98171,3600,EDUCATION,7.88,9,No,0
34,male,Associate,55137,12000,VENTURE,6.03,9,Yes,0
29,male,Bachelor,55102,12000,MEDICAL,12.99,7,Yes,0
29,male,Associate,98561,10000,EDUCATION,11.01,8,No,0
28,male,Master,54991,12000,EDUCATION,5.42,10,No,0
31,female,Associate,99108,4000,HOMEIMPROVEMENT,13.57,7,Yes,0
33,female,Associate,98797,9000,DEBTCONSOLIDATION,8,8,No,0
29,female,High School,92211,25000,HOMEIMPROVEMENT,20,6,No,1
29,male,Associate,99248,8000,VENTURE,7.66,10,Yes,0
32,male,Master,55093,12000,MEDICAL,7.88,6,No,0
33,female,Bachelor,54838,12000,MEDICAL,7.88,6,Yes,0
28,male,High School,99133,3000,EDUCATION,12.42,5,No,0
29,male,High School,48132,9000,PERSONAL,12.72,9,No,0
35,female,Master,54907,12000,MEDICAL,11.26,5,Yes,0
35,male,Bachelor,99386,18800,PERSONAL,7.51,10,No,0
29,female,Bachelor,92136,4400,DEBTCONSOLIDATION,16.29,10,No,1
28,female,Master,99490,25000,HOMEIMPROVEMENT,16.29,5,Yes,0
27,female,Bachelor,99895,4000,VENTURE,7.9,10,No,0
33,female,High School,99400,6000,EDUCATION,7.51,10,Yes,0
29,male,Associate,99192,21000,PERSONAL,14.65,5,No,0
27,male,High School,99647,10000,PERSONAL,7.51,9,Yes,0
29,male,Associate,99636,20000,MEDICAL,10.99,7,Yes,0
28,female,Master,56588,12000,MEDICAL,11.01,8,No,0
31,male,Master,98965,8000,PERSONAL,11.99,5,No,0
29,female,Associate,56004,12000,MEDICAL,10.74,10,Yes,0
32,male,Bachelor,99507,8000,EDUCATION,16.89,8,Yes,0
28,female,High School,48986,12000,DEBTCONSOLIDATION,15.57,7,No,1
33,male,Bachelor,99296,20000,PERSONAL,10.99,10,Yes,0
27,male,High School,99491,10000,VENTURE,6.92,9,Yes,0
27,female,High School,99442,14000,VENTURE,10,7,Yes,0
28,female,Associate,99541,18000,EDUCATION,7.66,9,Yes,0
31,male,Associate,99391,10000,EDUCATION,7.29,5,Yes,0
32,male,Bachelor,98998,10000,PERSONAL,10.36,9,No,0
35,female,Associate,99293,10000,HOMEIMPROVEMENT,16.69,9,Yes,0
28,male,Associate,99570,15000,VENTURE,12.98,8,Yes,0
31,male,High School,99750,9000,HOMEIMPROVEMENT,5.42,9,Yes,0
29,male,Doctorate,57579,12000,VENTURE,7.29,8,No,0
29,female,High School,58179,12000,PERSONAL,8.94,5,Yes,0
30,female,Master,99729,5000,PERSONAL,6.76,8,No,0
31,female,High School,58519,12000,MEDICAL,11.99,5,Yes,0
28,female,Bachelor,58370,12000,MEDICAL,11.01,7,No,0
32,female,Associate,78637,25000,MEDICAL,11.36,5,No,1
27,female,Associate,58620,12000,VENTURE,11.71,6,Yes,0
27,male,High School,50990,12000,DEBTCONSOLIDATION,16,5,No,1
34,male,Bachelor,92317,20000,DEBTCONSOLIDATION,17.74,5,No,1
29,male,High School,92093,20000,HOMEIMPROVEMENT,16.08,6,No,1
32,female,Associate,58662,12000,MEDICAL,6.62,7,No,0
35,male,Bachelor,99241,7200,HOMEIMPROVEMENT,6.62,7,Yes,0
28,male,Bachelor,73077,12000,VENTURE,9.91,10,Yes,0
31,male,Bachelor,99418,2800,HOMEIMPROVEMENT,12.68,9,Yes,0
30,female,High School,73078,12000,PERSONAL,11.71,9,No,0
30,female,Bachelor,65894,12000,EDUCATION,6.62,6,No,1
33,male,Associate,100064,14400,EDUCATION,16,7,Yes,0
29,female,Bachelor,72879,12000,MEDICAL,9.91,7,Yes,0
28,male,Master,99874,11000,MEDICAL,7.49,9,Yes,0
27,male,Master,72858,12000,VENTURE,13.49,6,No,0
31,female,Bachelor,73142,12000,MEDICAL,7.49,9,No,0
30,female,Bachelor,100275,10000,EDUCATION,15.65,9,Yes,0
27,female,High School,100150,11100,PERSONAL,8.94,5,No,0
30,male,Associate,72962,12000,PERSONAL,10.99,7,Yes,0
31,male,Associate,100168,12000,VENTURE,6.62,8,Yes,0
30,female,High School,73237,12000,HOMEIMPROVEMENT,13.84,7,Yes,0
31,female,Master,72959,12000,HOMEIMPROVEMENT,7.49,10,No,0
34,female,Associate,72520,12000,VENTURE,6.92,9,No,0
29,male,High School,99651,19450,VENTURE,9.91,10,Yes,0
30,female,High School,79325,5000,MEDICAL,16.35,6,No,1
31,female,Bachelor,100299,6000,DEBTCONSOLIDATION,12.09,9,No,0
28,male,Bachelor,72913,12000,PERSONAL,6.17,6,Yes,0
28,female,Associate,100357,18000,VENTURE,11.01,7,Yes,0
31,male,Master,72864,12000,PERSONAL,13.98,5,Yes,0
27,male,Master,100454,3500,EDUCATION,6.03,5,Yes,0
30,female,Bachelor,73145,12000,PERSONAL,10.99,10,Yes,0
29,female,Bachelor,73067,12000,PERSONAL,14.22,6,Yes,0
29,male,Associate,100890,7500,HOMEIMPROVEMENT,8.9,6,Yes,0
28,female,Associate,100416,5000,DEBTCONSOLIDATION,11.01,9,Yes,0
28,female,Master,65765,12000,MEDICAL,15.31,7,No,1
28,female,Associate,72916,12000,PERSONAL,12.18,10,No,0
27,female,High School,100376,8800,VENTURE,8.49,9,Yes,0
33,male,Bachelor,100457,18000,DEBTCONSOLIDATION,8.49,6,Yes,0
27,male,Associate,73125,12000,MEDICAL,13.92,8,Yes,0
27,male,Master,100914,2500,VENTURE,13.99,8,No,0
31,male,Bachelor,100780,7500,MEDICAL,11.01,6,Yes,0
